Date,ISM Manufacturing Index,Manufacturing New Orders,Manufacturing Production,Manufacturing Employment,Manufacturing Deliveries,Manufacturing Inventories,Manufacturing Customers' Inventories,Prices,Order Backlog,ISM Non-Manufacturing Index,Non-Manufacturing Business Activity,Non-Manufacturing New Orders,Non-Manufacturing Employment,Non-Manufacturing Deliveries,Non-Manufacturing Inventories,Non-Manufacturing Inventory Sentiment,Non-Manufacturing Order Backlog,Non-Manufacturing Prices
Mar-00,54.90,56.2,59.5,51.2,54.3,47.5,48,78.7,51,,60.5,61.7,55.0,52.5,51.5,60.5,53.0,68.6
Apr-00,54.70,55.4,58.1,53.2,55.4,46.1,47,71.2,51,,61.1,61.5,54.4,55.0,53.5,64,55.5,65.0
May-00,53.20,51.5,56.4,53,55.4,46.9,50.5,65.7,49,,59.8,60.5,53.5,57.0,49.5,63,53.5,64.2
Jun-00,51.40,50,53.4,50.7,54.5,47,47,62.9,48.5,,60.3,59.4,54.4,53.5,54.0,66.5,56.5,65.0
Jul-00,52.50,52,53.7,52.5,53.9,48.5,49.5,63.4,45,,56.5,59.7,50.5,54.5,51.0,68,50.5,62.1
Aug-00,49.90,50,49.7,48.8,53.5,47.1,50.5,58.1,49,,61.3,59.8,54.2,55.0,51.0,61.5,52.0,59.2
Sep-00,49.70,48.9,51.5,50.6,49.6,45.9,48.5,58.4,47,,59.8,60.4,53.5,53.0,53.5,65,56.5,62.1
Oct-00,48.70,48.4,49.3,48.2,51.1,45.9,50.5,57.7,41,,58.6,59.2,54.5,54.5,55.0,67.5,53.5,63.7
Nov-00,48.50,49.1,50.1,47.1,50.3,42.8,51.5,58.1,42,,59.7,56.4,54.6,54.0,49.5,66,49.5,60.9
Dec-00,43.90,42.1,42.9,42.7,52.8,40.4,51,59.8,36,,57.5,54.9,52.4,51.0,48.5,65,50.5,63.5
Jan-01,42.30,38.4,39.2,42.3,49.8,41.8,56,64.6,32.5,,52.5,50.8,51.7,51.5,45.5,67.5,42.5,61.8
Feb-01,42.10,39.9,38.6,37.8,50.2,44.2,52.5,55.6,37,,51.5,51.4,50.7,51.5,47.0,65,45.5,58.1
Mar-01,43.10,41.5,42.6,39.9,47.7,43.7,52,49.9,43.5,,50.0,52.6,49.6,50.5,49.0,69,47.5,55.8
Apr-01,42.70,45.5,43.1,38.2,47.2,39.7,50,48,43.5,,48.3,47.2,46.5,51.0,45.5,64,44.0,53.8
May-01,41.30,44.9,43.1,35.1,45.4,38.2,51,45.1,40,,47.9,49.3,46.7,52.0,47.5,63.5,46.5,58.5
Jun-01,43.20,47.8,45.3,35.7,47.1,39.9,48,42.8,42,,51.6,52.2,45.6,51.0,48.5,65,49.0,54.5
Jul-01,43.50,49.2,47,37.2,46.8,37.1,45,39.9,42.5,,48.1,47.5,46.4,50.5,46.0,61.5,42.5,49.9
Aug-01,46.30,54.3,51.8,41.3,46.7,37.6,48.5,35,44.5,,47.4,46.5,45.7,48.0,43.5,65.5,41.5,48.9
Sep-01,46.20,51.3,51.8,41.5,47.5,38.9,48.5,36.6,43,,49.7,50.8,46.4,51.0,44.5,64,48.5,50.2
Oct-01,40.80,38.9,41.8,35.6,49.5,38.3,44.5,33.3,36,,40.5,41.3,43.9,53.5,48.0,68.5,40.5,43.4
Nov-01,44.10,49.1,46.9,36.4,49.1,38.9,44.5,32,38.5,,49.4,46.4,44.5,52.5,49.5,67,42.0,41.3
Dec-01,45.30,51.4,49.2,39.1,49.3,37.6,44,33.2,39.5,,50.7,49.9,44.6,53.5,48.5,66.5,46.5,42.3
Jan-02,47.50,55.2,51.1,41,51.2,39.2,43.5,43.9,44.5,,49.8,48.3,44.3,53.0,47.5,64.5,45.5,48.8
Feb-02,50.70,60.7,58.1,43.8,51.4,39.7,41.5,41.5,53,,57.5,56.3,43.9,53.0,51.5,66.5,47.5,47.6
Mar-02,52.40,63.8,58.3,46.6,51.9,41.4,40,51.9,62.5,,57.1,56.4,45.8,52.0,50.0,65.5,49.5,49.2
Apr-02,52.40,59.9,59.1,46.6,53.5,43,40.5,60.3,56,,56.3,58.4,47.8,51.5,52.5,63,48.5,53.7
May-02,53.10,61.8,59.4,47.3,53.4,43.8,39,63,56.5,,60.5,57.3,49.2,52.0,48.5,65,53.5,55.2
Jun-02,53.60,61.2,61.1,48.3,54.4,43.2,44.5,65.5,53.5,,56.1,56.4,44.0,53.5,47.5,66,49.0,53.1
Jul-02,50.20,51.9,56.6,45,54.8,42.7,42.5,68.3,45.5,,52.1,50.7,46.1,52.5,52.0,66,43.5,60.5
Aug-02,50.30,50.6,54.9,46.8,53.6,45.4,42.5,61.5,45,,51.9,51.6,47.2,53.0,46.0,62,48.0,55.1
Sep-02,50.50,52.9,53.5,45.8,56.7,43.8,40.5,62.5,44.5,,54.9,54.8,47.1,52.5,44.5,66,51.0,53.4
Oct-02,49.00,52.1,51.3,46.4,53.4,42,42.5,58.3,43.5,,53.1,52.3,46.6,53.5,44.0,64.5,52.0,56.1
Nov-02,48.50,49.9,52.7,44.8,52.1,43.1,46.5,55.7,42.5,,56.8,56.4,46.0,52.5,44.0,61,50.5,57.6
Dec-02,51.60,58.7,53.9,47.5,52.9,45.2,43,56.9,46.5,,55.5,54.2,47.0,52.5,45.5,63,51.5,56.5
Jan-03,51.30,58.2,54.1,47.4,52.8,44.2,42.5,57.5,45,,56.2,54.4,50.5,52.0,46.5,64.5,48.0,58.0
Feb-03,48.80,51.9,53.6,42.6,52.8,43,46,65.5,49,,55.6,53.9,48.5,52.5,48.5,66.5,50.0,60.5
Mar-03,46.30,47.2,47,42.2,52.6,42.3,42,70,41.5,,46.3,49.9,48.1,52.0,49.5,66,47.5,59.4
Apr-03,46.10,47.2,48.5,41.8,49.9,43.1,44.5,63.5,47.5,,50.7,50.4,48.7,50.5,51.0,62.5,46.0,55.7
May-03,49.00,53.4,52.9,42.4,50.6,45.7,45,51.5,51,,54.6,55.9,48.5,52.0,52.5,63,51.0,50.0
Jun-03,49.00,53.6,54.1,45.6,49.8,42,45.5,56.5,50,,59.2,57.1,49.3,51.5,47.0,62,51.5,52.3
Jul-03,51.00,56.8,53.9,46.3,51.5,46.3,42.5,53,51,,62.7,62.3,50.5,53.5,49.5,60,54.5,51.4
Aug-03,53.20,61.1,61.8,47.1,53,43.1,43,53,51.5,,65.1,66.9,51.7,52.5,49.0,62,51.5,56.1
Sep-03,52.40,60.8,57.8,46.5,53.4,43.4,44.5,56,52.5,,63.8,61.4,50.1,55.0,47.5,60.5,57.0,59.5
Oct-03,55.20,64.4,62.8,48.6,54.6,45.6,39,58.5,53.5,,64.4,64.2,53.0,53.0,49.0,60,54.0,57.2
Nov-03,58.40,69.1,66.6,50.4,56.4,49.7,39.5,64,59,,61.1,61.3,54.4,53.0,51.0,62,52.5,58.5
Dec-03,60.10,71.3,70,54.1,59.3,45.9,39,66,61,,60.0,61.2,54.0,52.0,51.5,62,55.5,61.1
Jan-04,60.80,70.6,69.3,54.7,61.5,47.9,40,75.5,60.5,,67.7,65.4,55.1,56.5,49.5,59,53.5,62.2
Feb-04,59.90,66.5,65.6,55.7,62.9,49,38.5,81.5,62,,62.5,61.2,52.9,55.5,49.0,58,53.0,59.5
Mar-04,60.60,64.6,66.8,57,66.7,48,39.5,86,63.5,,62.3,62.1,53.8,55.0,51.5,60.5,52.5,65.0
Apr-04,60.60,67.1,66.6,57.2,66.7,45.2,40.5,88,66.5,,64.0,61.6,54.7,58.0,56.5,58,53.5,68.6
May-04,61.40,64.5,65.3,60.1,68.3,48.8,37,86,63,,62.6,60.7,54.5,56.0,54.0,60,56.5,71.0
Jun-04,60.50,60.9,63.7,59.4,67.1,51.3,39,81,58.5,,59.2,62.1,55.6,57.5,57.5,60.5,55.5,74.2
Jul-04,59.90,62.8,63.8,57.4,64.5,50.8,37.5,77,58,,63.2,63.2,49.7,58.0,54.0,64,55.0,71.9
Aug-04,58.50,62.1,59.3,56.4,62.8,52.1,45.5,81.5,55,,59.7,59.0,53.5,57.0,53.0,62.5,53.0,70.9
Sep-04,57.40,57.7,59.8,58,59.8,51.6,41.5,76,55,,60.0,60.6,55.3,55.5,51.5,61.5,52.5,67.0
Oct-04,56.30,58.4,59.3,55.5,59.2,49.3,43.5,78.5,49,,61.0,61.7,56.5,56.0,50.0,60.5,52.5,72.8
Nov-04,56.20,60.1,57.3,56.9,56.8,49.7,43.5,74,47.5,,62.8,61.1,54.8,55.0,52.5,61.5,54.0,70.6
Dec-04,57.20,66.3,57.9,53.8,55.3,52.8,44,72,54,,65.0,63.2,54.7,55.5,56.0,64,56.5,71.3
Jan-05,56.80,57.9,59.3,58.6,54.7,53.5,44.5,69,50.5,,62.5,62.4,54.6,52.5,49.5,64.5,48.0,69.1
Feb-05,55.50,55.9,58.2,56,56.5,51,42.5,65.5,50.5,,61.9,63.3,59.7,52.5,52.0,64.5,51.5,69.7
Mar-05,55.20,57.7,57.5,52.5,53.5,55,46,73,56,,61.3,60.5,57.2,53.0,52.5,64.5,56.5,65.6
Apr-05,52.20,53.4,54.2,53,51.8,48.5,41.5,71,53,,58.6,57.5,53.3,53.0,54.5,60.5,54.0,62.4
May-05,50.80,51.8,54.7,49.3,49.8,48.5,47.5,58,51,,57.5,58.2,51.8,53.5,51.5,63,56.5,57.6
Jun-05,52.40,55.7,55.1,51.1,52,48,44,50.5,51,,60.7,59.2,55.8,56.5,52.0,64.5,52.5,58.4
Jul-05,52.80,57.2,57.4,53.2,50.8,45.5,44.5,48.5,49,,61.3,64.4,55.1,57.0,52.5,64,53.5,65.8
Aug-05,52.40,57.8,55.6,51.8,49.9,47,46.5,62.5,50.5,,64.8,65.3,60.2,55.0,53.5,67,52.0,66.1
Sep-05,56.80,60.9,62.4,53.4,57.7,49.5,44.5,78,55,,55.2,56.2,55.4,56.0,50.0,64,52.0,83.5
Oct-05,57.20,61.4,62.1,54.3,61.8,46.5,41,84,55.5,,59.2,57.5,54.2,58.5,50.0,55,55.0,79.2
Nov-05,56.70,61.2,62.4,56,57,47,43.5,74,53,,59.2,59.6,56.9,60.5,54.0,60,54.0,72.6
Dec-05,55.10,60.1,60.3,53.7,54.9,46.5,48,63,49.5,,60.1,62.8,56.4,56.5,56.0,59,54.0,68.9
Jan-06,55.00,58.9,59.7,53.1,55.7,47.5,46,65,53.5,,58.6,57.4,54.5,54.5,55.0,63,52.5,69.9
Feb-06,55.80,61,57.9,53.5,54.4,52,48.5,62.5,54.5,,61.8,57.8,58.1,52.5,53.0,63.5,54.0,67.8
Mar-06,54.30,57,57,53.8,53.9,50,48,66.5,59.5,,60.0,58.6,55.1,54.0,54.0,63,50.5,60.1
Apr-06,55.20,55.7,57.1,54.2,57.4,51.5,46.5,71.5,57,,61.3,61.1,56.5,54.5,59.0,60,54.0,68.5
May-06,53.70,54.9,56,53.2,56.1,48.5,44,77,53,,58.1,58.6,54.6,56.5,59.0,59,52.0,70.5
Jun-06,52.00,55,53.4,49.9,54,47.5,45.5,76.5,54,,56.4,57.0,51.2,56.0,51.5,63,55.0,69.0
Jul-06,53.00,55.8,56.9,50.7,53.5,48,44.5,78.5,50.5,,56.3,58.1,53.6,54.5,53.0,60,56.0,70.6
Aug-06,53.70,55.3,55.2,52.6,54.2,51,46,73,51.5,,56.7,53.1,52.2,53.5,51.5,59,49.5,72.2
Sep-06,52.20,54.8,56.2,49.9,52.9,47,49,61,46.5,,54.4,56.5,52.9,54.0,50.5,63.5,53.0,60.6
Oct-06,51.40,54.1,54.3,49.6,51.3,47.5,52,47,44.5,,56.9,55.3,52.9,54.5,53.0,64.5,51.5,56.5
Nov-06,50.30,50.8,50.7,49.2,53.1,47.5,50.5,53.5,46.5,,59.2,56.7,52.2,50.0,51.5,57,54.5,56.7
Dec-06,51.40,51.4,52.7,49.8,55.7,47.5,50.5,47.5,45,,56.1,54.8,52.7,51.0,53.5,63.5,48.0,60.5
Jan-07,49.50,52.2,51.2,50.3,53.1,40.5,52,53,43.5,,58.3,55.6,54.8,53.5,47.0,65.5,49.0,56.8
Feb-07,51.90,55.1,53.8,50.9,52.8,47,53,59,51.5,,56.0,55.7,52.7,52.5,50.5,61.5,47.0,54.7
Mar-07,50.70,50.2,53.1,49.9,51.2,49,48,65.5,47,,52.8,53.2,51.9,50.0,52.0,63,52.5,61.9
Apr-07,52.60,57.4,56.2,51.9,50.3,47,47,73,54.5,,56.1,54.9,51.1,51.0,52.0,60.5,50.0,62.1
May-07,52.50,58.6,56.2,52.2,49.3,46,48,71,52.5,,58.1,57.1,52.2,49.5,61.0,61,48.0,63.2
Jun-07,52.60,57.7,59.5,51.9,48.9,45,47,68,53.5,,60.1,57.2,53.3,50.5,52.5,60.5,46.5,61.9
Jul-07,52.40,58.6,57,49.8,50,46.5,51,65,52,,57.1,54.5,51.1,51.5,55.0,65,53.0,60.3
Aug-07,50.90,54.4,54.3,50,49.2,46.5,49,63,50.5,,55.7,56.7,48.3,50.5,57.0,61.5,58.6,59.9
Sep-07,51.00,54.4,56.3,52,50.7,41.5,50,59,51,,54.2,52.6,52.5,50.5,50.0,62,47.0,68.6
Oct-07,51.10,56.4,51.3,50.7,51.6,45.5,54,63,46,,55.1,55.3,53.6,50.0,49.5,60,43.5,69.2
Nov-07,50.50,52.4,53.7,48.4,52.4,45.5,49,67.5,41.5,,55.7,51.9,51.6,51.5,50.5,61.5,48.5,75.3
Dec-07,49.00,46.5,49.2,48.6,56,44.5,51.5,68,43,,53.2,52.5,51.8,52.5,50.5,64.5,49.0,73.4
Jan-08,50.30,48,53.7,47.1,53.8,49,49.5,76,44,45.0,41.9,43.3,45.7,49.0,44.5,57,46.0,71.4
Feb-08,47.60,46.4,47.4,45.8,51.6,47,49,75.5,45,49.9,52.2,50.1,47.3,50.0,50.0,60.5,49.5,68.8
Mar-08,48.30,45.6,48.3,48.2,52.7,46.5,51,83.5,47.5,49.4,51.7,49.3,47.4,49.0,51.5,60.5,47.5,69.8
Apr-08,48.80,46.5,48.3,46.6,53.8,49,45,84.5,51.5,51.8,51.1,50.3,49.7,56.0,47.0,63,50.0,70.8
May-08,48.80,48.5,49.4,46.1,52.2,48,47,87,46,51.4,53.3,54.2,47.2,51.0,54.0,66.5,49.0,75.0
Jun-08,49.80,49.7,50.7,44.8,53.9,50,55,91.5,47.5,48.3,50.2,49.2,43.4,50.5,53.0,60,49.0,79.7
Jul-08,50.00,47,54.6,51.2,53.3,44,47,88.5,43,50.0,51.0,49.0,46.3,53.5,54.5,62.5,52.0,78.3
Aug-08,49.20,46.7,50.4,48.9,49.3,50.5,54.5,77,43.5,50.6,51.1,50.7,45.2,55.5,53.5,66,49.0,74.8
Sep-08,44.80,41.8,45.4,42.1,51.6,43,53.5,53.5,35,49.4,50.4,49.5,44.3,53.5,45.5,62.5,46.5,72.4
Oct-08,38.90,33.2,33.6,33.7,50.3,43.5,55,37,29.5,44.7,43.8,44.1,42.8,48.0,48.0,67.5,44.0,56.3
Nov-08,36.50,27.6,32.4,34.4,49.7,38.5,55,25.5,27,37.6,34.2,35.3,31.5,49.5,46.0,65,39.5,37.3
Dec-08,33.10,23.2,26.3,29.9,48.1,38,57,18,23,40.0,38.3,38.7,34.9,48.0,49.0,65.5,42.5,36.8
Jan-09,34.90,31.8,30.3,28.8,45.5,38,55.5,29,29.5,43.1,44.1,40.7,36.2,51.5,41.5,62.5,37.5,41.6
Feb-09,35.50,32.8,35.3,25.5,46,38,51,29,31,41.5,40.6,40.4,37.0,48.0,39.0,66.5,36.5,47.6
Mar-09,36.00,40.3,36.3,28.6,41.9,33,54,31,35.5,40.0,42.8,37.2,31.9,48.0,40.0,60,41.0,38.7
Apr-09,39.50,46.5,39,33.2,44.4,34.5,49.5,32,40.5,43.4,45.0,46.8,36.3,45.5,43.0,62.5,44.0,40.3
May-09,41.70,49,42.7,34.8,49.2,33,46,43.5,48,44.2,43.1,45.9,37.9,50.0,47.0,62.5,40.0,47.5
Jun-09,45.80,51.7,55.4,40.7,50.4,31,43.5,50,47.5,46.8,50.1,49.6,41.5,46.0,45.0,67,46.0,54.5
Jul-09,49.90,57.6,59.9,47.1,52.2,32.5,42.5,55,50,47.0,47.0,49.7,41.3,50.0,47.0,62.5,42.0,42.7
Aug-09,53.50,66.6,62.4,46.1,56.5,36,39,65,52.5,49.1,52.1,51.7,43.4,49.0,43.0,67.5,41.0,61.6
Sep-09,54.40,63.3,61.2,47.8,58.4,41.5,39,63.5,53.5,50.5,53.8,53.3,44.7,50.0,47.5,62,51.5,49.1
Oct-09,56.00,59.9,63,52.4,58.4,46.5,38.5,65,53.5,50.9,55.0,55.4,42.6,50.5,43.0,63.5,53.5,52.7
Nov-09,54.40,60.6,62.7,51.7,57.5,39.5,37,55,52,49.3,50.9,54.9,42.8,48.5,45.5,61.5,48.5,58.1
Dec-09,55.30,63,62.3,51.6,58.3,41.5,35,61.5,50,49.9,53.0,51.6,44.6,50.5,51.5,61,48.0,58.5
Jan-10,57.20,62.9,64.7,53.6,59,46,32,70,56,49.6,51.5,51.4,44.8,50.5,46.5,64.5,45.5,59.5
Feb-10,55.80,57.1,58.4,54.6,59.8,49,37,67,61,50.8,53.0,50.8,46.0,53.5,45.0,60,46.0,58.7
Mar-10,58.80,61.4,60.7,54,61.3,56.5,39,75,58,53.2,57.7,58.3,47.4,49.5,46.5,52.5,55.5,60.7
Apr-10,58.10,62.4,63,55.6,58.9,50.5,33,78,57.5,55.6,59.8,59.7,49.3,53.5,54.5,53.5,49.5,64.0
May-10,58.30,63.1,64.6,57.1,60.8,46,32,77.5,59.5,55.5,61.3,58.0,49.6,53.0,62.5,60.5,56.0,60.0
Jun-10,56.40,60,62.2,55.9,57.8,46,38,57,57,54.6,59.4,57.6,48.5,53.0,58.5,59,55.5,56.8
Jul-10,56.40,57,57.7,59.5,58.9,49,39,57.5,54.5,54.8,57.4,58.9,50.7,52.0,55.5,59,52.0,56.0
Aug-10,58.00,56.9,60.7,62.1,57.1,53,43.5,61.5,51.5,52.7,55.8,55.1,48.9,51.0,53.5,60,50.5,58.3
Sep-10,56.30,53.5,60.2,57.9,54,56,42.5,70.5,46.5,53.6,53.3,54.7,51.5,55.0,47.0,59.5,48.0,60.3
Oct-10,57.70,59.5,63.5,59.5,52.9,53,44,71,46,55.3,59.7,58.4,52.1,51.0,47.5,61.5,52.0,69.7
Nov-10,57.60,57.9,56,60.5,59.5,54,45.5,69.5,46,56.7,59.1,58.4,56.6,52.5,51.5,60,51.5,65.4
Dec-10,57.50,59.8,62.5,58.2,57,50,40,72.5,47,57.0,62.2,62.0,52.2,51.5,52.5,61.5,48.5,69.2
Jan-11,59.00,62.5,62.9,60.6,57.2,52,45.5,81.5,58,57.1,61.6,61.2,52.1,53.5,49.0,60,50.5,69.8
Feb-11,59.30,61.9,63.5,61.5,59.2,50.5,40,82,59,56.9,63.3,58.8,53.6,52.0,55.5,57.5,52.0,68.9
Mar-11,59.10,61.9,63.8,60.7,59.9,49,39.5,85,52.5,55.5,58.2,59.3,52.9,51.5,55.5,67,56.0,70.7
Apr-11,58.90,60.4,60.7,59.7,59.2,54.5,40.5,85.5,61,55.3,56.9,57.5,53.6,53.0,55.5,57.5,55.5,71.4
May-11,53.70,52.4,54.4,57.2,55.9,48.5,39.5,76.5,50.5,55.0,55.0,56.4,54.4,54.0,55.0,55,55.0,70.0
Jun-11,56.60,55.7,57.3,60.3,56.4,53.5,47,68,49,54.2,55.7,56.1,52.9,52.0,53.5,58.5,48.5,63.7
Jul-11,52.90,54.9,54.3,56.1,51.4,48,44,59,45,53.8,56.6,54.6,53.3,50.5,56.5,59.5,44.0,62.0
Aug-11,53.00,52.1,51.7,54.9,52,54.5,46.5,55.5,46,54.1,56.5,55.0,51.9,53.0,53.5,56,47.5,60.9
Sep-11,52.80,51.6,53.7,54.8,51.9,52,49,56,41.5,52.7,56.8,55.2,49.4,49.5,51.5,59,52.5,61.5
Oct-11,51.80,52.4,52.8,55.1,52,46.5,43.5,41,47.5,52.9,53.9,53.5,52.3,52.0,45.5,57.5,47.0,58.1
Nov-11,52.10,55.2,54.4,53,51.3,46.5,50,45,45,53.2,56.1,53.5,53.1,50.0,52.5,63,48.0,62.9
Dec-11,53.10,55.4,59.9,55,49.9,45.5,42.5,47.5,48,52.6,55.6,54.3,49.0,51.5,48.5,59.5,45.5,61.3
Jan-12,52.80,55.2,54.3,54,50.8,49.5,47.5,55.5,52.5,55.6,58.7,57.8,54.9,51.0,47.0,58.5,49.5,61.2
Feb-12,52.40,55.2,55.5,53.6,48.4,49.5,46,61.5,52,54.9,59.9,57.0,53.2,49.5,53.5,61.5,53.0,63.9
Mar-12,53.00,55.5,56.5,54.6,48.6,50,44.5,61,52.5,55.1,58.5,57.1,55.2,49.5,54.0,58.5,49.5,65.0
Apr-12,53.70,55.8,59.2,56.5,48.7,48.5,45.5,61,49.5,54.5,56.0,55.8,54.5,51.5,54.0,61,53.0,56.9
May-12,53.20,57.1,56.6,56,50.2,46,43.5,47.5,47,54.4,56.4,56.1,51.9,53.0,56.0,63,53.0,53.8
Jun-12,51.00,51.3,53.8,55.8,50,44,48.5,37,44.5,53.3,53.6,55.9,52.5,51.0,53.0,64.5,47.5,51.0
Jul-12,50.60,50.3,50.6,53.3,49.6,49,49.5,39.5,43,52.9,56.2,55.6,50.3,49.5,54.5,59,44.5,56.5
Aug-12,51.10,49.6,49.5,52.9,50.3,53,49,54,42.5,53.8,55.3,55.0,53.3,51.5,52.5,67,50.5,62.1
Sep-12,52.20,53.5,51.9,54.3,50.6,50.5,49.5,58,44,55.3,60.2,56.3,53.2,51.5,48.5,65,48.0,66.1
Oct-12,51.20,51.8,51.9,53.1,49.4,50,49,55,41.5,54.5,56.1,55.7,54.7,51.5,46.5,64,49.0,61.4
Nov-12,49.50,51.4,52.2,48.8,50.2,45,42.5,52.5,41,55.1,60.9,57.3,53.3,49.0,47.0,62.5,53.5,57.5
Dec-12,50.40,50.1,53.1,52.7,52.9,43,47,55.5,48.5,55.7,60.0,59.1,55.2,48.5,50.0,58,49.5,55.7
Jan-13,52.30,50.8,53.8,53.8,51.9,51,48.5,56.5,47.5,54.9,56.4,55.0,55.6,52.5,47.0,64,49.0,57.1
Feb-13,53.10,55.7,54.5,52.2,51.5,51.5,46.5,61.5,55,54.8,56.3,56.0,55.5,51.5,54.0,62.5,54.5,57.4
Mar-13,51.50,51.7,53.9,52.1,50.4,49.5,47.5,54.5,51,54.5,56.6,55.2,53.2,53.0,51.5,59.5,54.5,56.4
Apr-13,50.00,49.7,52.1,50.5,51.1,46.5,44.5,50,53,53.8,55.9,55.7,52.6,51.0,56.0,60.5,51.5,53.0
May-13,50.00,49.6,52.5,49,49.7,49,46,49.5,48,54.0,57.0,56.6,50.3,52.0,51.5,62.5,51.5,54.4
Jun-13,52.50,55.7,55.7,50,50.4,50.5,45,52.5,46.5,53.4,53.3,54.0,54.9,51.5,54.5,61.5,52.0,56.5
Jul-13,54.90,59.1,60.8,55.5,52,47,47.5,49,45,55.9,59.5,57.7,53.9,52.5,53.5,64,46.5,58.3
Aug-13,56.30,63.6,63,55,52.4,47.5,42.5,54,46.5,57.9,61.0,59.7,56.3,54.5,56.0,63.5,50.5,53.6
Sep-13,56.00,61.3,61.2,54.8,52.7,50,43,56.5,49.5,54.5,55.8,58.1,54.1,50.0,54.5,62,50.5,56.9
Oct-13,56.60,61.3,60.8,54.3,54.1,52.5,47,55.5,51.5,55.1,58.9,56.4,56.0,49.0,54.5,62.5,50.0,56.2
Nov-13,57.00,63.4,62.4,55.4,53.3,50.5,45,52.5,54,54.1,55.3,55.7,54.5,51.0,54.0,60.5,49.0,52.7
Dec-13,56.50,64.4,61.7,55.8,53.7,47,47.5,53.5,51.5,53.0,54.3,50.4,55.6,51.5,48.0,57.5,46.0,54.7
Jan-14,51.30,51.2,54.8,52.3,54.3,44,44,60.5,48,54.0,56.3,50.9,56.4,52.5,50.5,63,49.0,57.1
Feb-14,54.30,54.5,48.2,52.3,58.5,52.5,46.5,60,52,51.6,54.6,51.3,47.5,53.0,50.5,62,52.0,53.7
Mar-14,54.40,55.1,55.9,51.1,54,52.5,42,59,57.5,53.1,53.4,53.4,53.6,52.0,48.0,60.5,51.5,58.3
Apr-14,55.30,55.1,55.7,54.7,55.9,53,42,56.5,55.5,55.2,60.9,58.2,51.3,50.5,55.5,65,49.0,60.8
May-14,55.60,56.9,61,52.8,53.2,53,46.5,60,52.5,56.3,62.1,60.5,52.4,50.0,55.5,63,54.0,61.4
Jun-14,55.70,58.9,60,52.8,51.9,53,46.5,58,48,56.0,57.5,61.2,54.4,51.0,53.5,60.5,53.0,61.2
Jul-14,56.40,63.4,61.2,58.2,54.1,48.5,43.5,59.5,49.5,58.7,62.4,64.9,56.0,51.5,51.0,58,53.0,60.9
Aug-14,58.10,66.7,64.5,58.1,53.9,52,49,58,52.5,59.6,65.0,63.8,57.1,52.5,51.0,55,54.5,57.7
Sep-14,56.10,60,64.6,54.6,52.2,51.5,44.5,59.5,47,58.6,62.9,61.0,58.5,52.0,52.0,60,52.0,55.2
Oct-14,57.90,65.8,64.8,55.5,56.2,52.5,48,53.5,53,57.1,60.0,59.1,59.6,49.5,49.5,58.5,51.5,52.1
Nov-14,57.60,66,64.4,54.9,56.8,51.5,50,44.5,55,59.3,64.4,61.4,56.7,54.5,55.5,63,55.5,54.4
Dec-14,55.10,57.3,58.8,56.8,59.3,45.5,44.5,38.5,52.5,56.2,57.2,58.9,56.0,52.5,50.0,59,49.5,49.5
Jan-15,53.50,52.9,56.5,54.1,52.9,51,42.5,35,46,56.7,61.5,59.5,51.6,54.0,52.5,61.5,49.0,45.5
Feb-15,52.90,52.5,53.7,51.4,54.3,52.5,46.5,35,51.5,56.9,59.4,56.7,56.4,55.0,54.5,62,53.0,49.7
Mar-15,51.50,51.8,53.8,50,50.5,51.5,45.5,39,49.5,56.5,57.5,57.8,56.6,54.0,49.5,61,53.5,52.4
Apr-15,51.50,53.5,56,48.3,50.1,49.5,44,40.5,49.5,57.8,61.6,59.2,56.7,53.5,51.0,59.5,54.5,50.1
May-15,52.80,55.8,54.5,51.7,50.7,51.5,45.5,49.5,53.5,55.7,59.5,57.9,55.3,50.0,51.0,59,48.5,55.9
Jun-15,53.50,56,54,55.5,48.8,53,48.5,49.5,47,56.0,61.5,58.3,52.7,51.5,55.0,65,50.5,53.0
Jul-15,52.70,56.5,56,52.7,48.9,49.5,44,44,42.5,60.3,64.9,63.8,59.6,53.0,57.0,63.5,54.0,53.7
Aug-15,51.10,51.7,53.6,51.2,50.7,48.5,53,39,46.5,59.0,63.9,63.4,56.0,52.5,54.5,69,56.5,50.8
Sep-15,50.20,50.1,51.8,50.5,50.2,48.5,54.5,38,41.5,56.9,60.2,56.7,58.3,52.5,51.0,65,54.5,48.4
Oct-15,49.40,50.8,52.5,47.7,49.7,46.5,51,39,42.5,59.1,63.0,62.0,59.2,52.0,52.5,63,54.5,49.1
Nov-15,48.40,49,49.8,50.8,49.6,43,50.5,35.5,43,55.9,58.2,57.5,55.0,53.0,54.5,63.5,51.5,50.3
Dec-15,48.00,48.8,49.9,48,49.8,43.5,51.5,33.5,41,55.3,58.7,58.2,55.7,48.5,53.0,64.5,50.0,49.7
Jan-16,48.20,51.5,50.2,45.9,50,43.5,51.5,33.5,43,53.5,53.9,56.5,52.1,51.5,51.5,61.5,52.0,46.4
Feb-16,49.70,51.5,52.8,48.5,49.7,45,47,38.5,48.5,54.3,57.8,55.5,49.7,50.5,52.5,62,52.0,45.5
Mar-16,51.70,58.3,55.3,48.1,50.2,47,49,51.5,51,54.9,59.8,56.7,50.3,51.0,52.5,62.5,52.0,49.1
Apr-16,50.70,55.8,54.2,49.2,49.1,45.5,46,59,50.5,55.7,58.8,59.9,53.0,51.0,54.0,61,51.5,53.4
